Timestamp,Symbol,Timeframe,Strategy,Volume,Volatility (%),Liquidity,Spread (%),Depth,Entry Price,Stop Loss,Target 1,Target 2,Final Target,T1 Gain (%),T2 Gain (%),Final Gain (%)
2025-03-26 09:24:08,F/USDT,1d,Z-Score Statistical Strategy,7159909165.400001,309.79,High,0.04922471080482201,299191.9,0.0203,0.0162,0.0245,0.0272,0.0314,20.39,33.99,54.39
2025-03-26 09:24:13,INJ/USDT,1d,Z-Score Statistical Strategy,26011907.382194165,260.86,High,0.009157928476573523,265.9608,10.9150,9.8807,11.9492,12.6387,13.6730,9.48,15.79,25.27
2025-03-26 09:24:15,MANA/USDT,1d,Z-Score Statistical Strategy,82011338.28681162,164.98,High,0.010450958875467938,9109.9516,0.2870,0.2653,0.3087,0.3232,0.3449,7.56,12.6,20.16
2025-03-26 09:24:20,WIF/USDT,1d,Z-Score Statistical Strategy,733389409.2456874,626.48,High,0.03581020590868003,46410.6118,0.5584,0.4895,0.6273,0.6732,0.7421,12.34,20.56,32.9
2025-03-26 09:24:21,MAX/USDT,1d,Z-Score Statistical Strategy,253429082.29399478,163.83,High,0.03781433163168686,15451.1,0.1058,0.0861,0.1254,0.1385,0.1582,18.57,30.95,49.52
2025-03-26 09:24:24,WAXP/USDT,1d,Z-Score Statistical Strategy,122369928.68392561,152.18,Unknown,N/A,N/A,0.0258,0.0239,0.0277,0.0289,0.0308,7.22,12.04,19.26
2025-03-26 09:24:27,AKT/USDT,1d,Z-Score Statistical Strategy,39900870.3777,288.62,High,0.02833061831574162,15314.6199,1.4115,1.2626,1.5604,1.6596,1.8084,10.55,17.58,28.12
2025-03-26 09:24:29,ADX/USDT,1d,Z-Score Statistical Strategy,1078181247.4512002,179.46,High,0.03582303421099621,51829.149999999994,0.1117,0.1031,0.1202,0.1259,0.1345,7.67,12.78,20.46
2025-03-26 09:24:32,ONE/USDT,1d,Z-Score Statistical Strategy,2967474682.7380667,256.98,High,0.04546143355053085,172254.92870000002,0.0132,0.0121,0.0143,0.0150,0.0161,8.14,13.57,21.71
2025-03-26 09:24:38,VR/USDT,1d,Z-Score Statistical Strategy,30332637824.7113,679.36,High,0.04184100418408783,408074.0,0.0048,0.0041,0.0055,0.0059,0.0066,14.15,23.58,37.73
2025-03-26 09:24:39,STX/USDT,1d,Z-Score Statistical Strategy,96893480.93288839,348.77,High,0.013669605631876015,5610.4348,0.7309,0.6690,0.7928,0.8340,0.8959,8.47,14.11,22.57
2025-03-26 09:24:41,TRUMP/USDT,1d,Z-Score Statistical Strategy,94517441.7691013,869.7,High,0.017005356687362198,860.4,11.7550,10.3683,13.1418,14.0663,15.4530,11.8,19.66,31.46
2025-03-26 09:24:42,KAS/USDT,1d,Z-Score Statistical Strategy,4290448333.460645,185.33,High,0.012791813239521744,60506.8104,0.0781,0.0706,0.0857,0.0908,0.0983,9.68,16.14,25.82
2025-03-26 09:24:52,SAFE/USDT,1d,Z-Score Statistical Strategy,101411177.93,257.33,High,0.021179709837972887,7450.94,0.4720,0.4255,0.5185,0.5495,0.5960,9.85,16.42,26.27
2025-03-26 09:24:54,PLUME/USDT,1d,Z-Score Statistical Strategy,1154764647.1646233,4105.07,High,0.025326204093021328,14563.0,0.1935,0.1533,0.2337,0.2605,0.3008,20.79,34.65,55.44
2025-03-26 09:24:57,SOL/USDT,1d,Z-Score Statistical Strategy,46556391.48757871,164.06,High,0.0006934355919719401,103.4189,144.2270,132.2574,156.1966,164.1763,176.1459,8.3,13.83,22.13
2025-03-26 09:24:59,FET/USDT,1d,Z-Score Statistical Strategy,963226516.1424102,308.31,High,0.017526947682059237,16743.399,0.5707,0.5219,0.6195,0.6521,0.7009,8.56,14.26,22.82
2025-03-26 09:25:09,GRT/USDT,1d,Z-Score Statistical Strategy,353230839.31230295,248.31,High,0.03754106053495858,32054.2643,0.1065,0.0983,0.1148,0.1202,0.1285,7.74,12.89,20.63
2025-03-26 09:25:15,CATI/USDT,1d,Z-Score Statistical Strategy,113019932.57699937,316.29,High,0.03307643965203222,9629.1,0.1511,0.1357,0.1665,0.1767,0.1921,10.18,16.97,27.15
2025-03-26 09:25:21,ILV/USDT,1d,Z-Score Statistical Strategy,1111167.5520442303,352.13,High,0.01899996833338683,90.9564,15.7880,14.1820,17.3940,18.4646,20.0706,10.17,16.95,27.13
2025-03-26 09:25:22,VET/USDT,1d,Z-Score Statistical Strategy,7263828033.649249,187.33,High,0.03666361136571803,1009791.2,0.0273,0.0252,0.0294,0.0308,0.0329,7.7,12.83,20.54
2025-03-26 09:25:26,PUFFER/USDT,1d,Z-Score Statistical Strategy,195203716.54190138,352.46,High,0.040691759918612,17772.99,0.2459,0.2247,0.2671,0.2813,0.3025,8.64,14.39,23.03
2025-03-26 09:25:29,UNI/USDT,1d,Z-Score Statistical Strategy,14918763.392928371,203.61,High,0.0014216156662013282,440.9261,7.0310,6.4949,7.5671,7.9245,8.4607,7.63,12.71,20.33
2025-03-26 09:25:31,THETA/USDT,1d,Z-Score Statistical Strategy,62074801.795420974,271.15,High,0.0295086804701684,4118.6408,1.0164,0.9349,1.0979,1.1523,1.2338,8.02,13.37,21.39
2025-03-26 09:25:33,HBAR/USDT,1d,Z-Score Statistical Strategy,3929211560.069079,128.82,High,0.005031826301361109,27182.9487,0.1988,0.1833,0.2142,0.2246,0.2401,7.8,12.99,20.79
2025-03-26 09:25:35,SUSHI/USDT,1d,Z-Score Statistical Strategy,34417525.309699126,280.98,High,0.041966846191504086,4061.4462000000003,0.7134,0.6488,0.7780,0.8210,0.8856,9.05,15.08,24.13
2025-03-26 09:25:40,ROSE/USDT,1d,Z-Score Statistical Strategy,1182574770.4782434,313.31,High,0.02913328477784741,203487.5783,0.0343,0.0316,0.0370,0.0389,0.0416,7.97,13.28,21.25
2025-03-26 09:25:43,WLD/USDT,1d,Z-Score Statistical Strategy,157393308.58668655,316.54,High,0.020706077233665802,15149.6856,0.9663,0.8728,1.0598,1.1222,1.2157,9.68,16.13,25.81
2025-03-26 09:25:45,SUI/USDT,1d,Z-Score Statistical Strategy,697500447.9605623,173.65,High,0.03913128546272313,90797.16,2.5540,2.3215,2.7865,2.9415,3.1740,9.1,15.17,24.28
2025-03-26 09:25:51,PYTH/USDT,1d,Z-Score Statistical Strategy,414851721.7527428,290.73,High,0.011510128913455342,8287.1685,0.1738,0.1587,0.1889,0.1990,0.2141,8.7,14.49,23.19
2025-03-26 09:25:52,HYPE/USDT,1d,Z-Score Statistical Strategy,93430461.33636883,195.85,High,0.04372950179601997,538.9,16.0120,13.7908,18.2332,19.7140,21.9351,13.87,23.12,36.99
2025-03-26 09:25:56,ONDO/USDT,1d,Z-Score Statistical Strategy,623279199.1768501,180.57,High,0.002112177760870743,2416.4065,0.9468,0.8630,1.0307,1.0866,1.1704,8.86,14.76,23.62
2025-03-26 09:26:00,AR/USDT,1d,Z-Score Statistical Strategy,8255862.89767862,311.96,Low,0.053662463107062616,629.868,7.4540,6.7549,8.1531,8.6192,9.3183,9.38,15.63,25.01
2025-03-26 09:26:04,YGG/USDT,1d,Z-Score Statistical Strategy,78080871.32790841,303.61,High,0.04620004620004111,40260.585,0.2165,0.1996,0.2334,0.2447,0.2616,7.8,13.01,20.81
2025-03-26 09:26:06,POL/USDT,1d,Z-Score Statistical Strategy,156084229.11128712,215.23,High,0.04074149521286982,117163.406,0.2455,0.2292,0.2618,0.2726,0.2889,6.62,11.04,17.67
2025-03-26 09:26:19,ALGO/USDT,1d,Z-Score Statistical Strategy,1073424406.1644522,186.18,High,0.04652244708071132,309080.6883,0.2150,0.1970,0.2330,0.2451,0.2631,8.39,13.99,22.38
2025-03-26 09:26:23,DASH/USDT,1d,Z-Score Statistical Strategy,1332054.4584339098,163.21,High,0.040724903278346616,355.4528,24.5300,22.9154,26.1446,27.2211,28.8357,6.58,10.97,17.55
2025-03-26 09:26:29,MEME/USDT,1d,Z-Score Statistical Strategy,6698235314.6805725,514.51,Low,0.07301935012777772,4230400.1714,0.0027,0.0025,0.0030,0.0032,0.0034,9.37,15.61,24.98
2025-03-26 09:26:31,FLUX/USDT,1d,Z-Score Statistical Strategy,134825633.9306896,267.42,High,0.03281378178834749,17779.3667,0.3047,0.2780,0.3314,0.3493,0.3760,8.77,14.62,23.4
