Timestamp,Symbol,Timeframe,Strategy,Volume,Volatility (%),Liquidity,Spread (%),Depth,Entry Price,Stop Loss,Target 1,Target 2,Final Target,T1 Gain (%),T2 Gain (%),Final Gain (%)
2025-03-25 08:27:13,RUNE/USDT,1d,Z-Score Statistical Strategy,236106514.32689247,654.46,High,0.008035032742757542,5637.3045999999995,1.2445,1.1243,1.3647,1.4449,1.5651,9.66,16.1,25.76
2025-03-25 08:27:15,KAVA/USDT,1d,Z-Score Statistical Strategy,47925179.61463416,59.84,Low,0.0625065110949104,5782.9707,0.4797,0.4242,0.5352,0.5723,0.6278,11.58,19.3,30.88
2025-03-25 08:27:17,SAND/USDT,1d,Z-Score Statistical Strategy,229498633.81879637,217.75,Low,0.056279277638901545,10834.9683,0.3021,0.2789,0.3252,0.3406,0.3638,7.66,12.76,20.42
2025-03-25 08:27:19,RAY/USDT,1d,Z-Score Statistical Strategy,57207226.30929913,495.67,High,0.020962163295261398,2289.8811,1.9083,1.5864,2.2302,2.4448,2.7666,16.87,28.11,44.98
2025-03-25 08:27:20,LDO/USDT,1d,Z-Score Statistical Strategy,99645131.32802999,206.74,Low,0.056306306306320955,7753.4736,1.0644,0.9698,1.1590,1.2221,1.3167,8.89,14.81,23.7
2025-03-25 08:27:23,S/USDT,1d,Z-Score Statistical Strategy,278767573.86861753,215.19,High,0.016993797263996767,11976.76,0.5885,0.5148,0.6622,0.7114,0.7851,12.53,20.88,33.41
2025-03-25 08:27:25,DOGE/USDT,1d,Z-Score Statistical Strategy,7361314433.6105175,204.08,High,0.005436998776680712,132105.9212,0.1839,0.1690,0.1989,0.2089,0.2238,8.13,13.55,21.68
2025-03-25 08:27:28,SEI/USDT,1d,Z-Score Statistical Strategy,887904007.1757028,255.19,High,0.04891171435558278,296675.6549,0.2045,0.1884,0.2206,0.2314,0.2475,7.88,13.13,21.01
2025-03-25 08:27:30,ENS/USDT,1d,Z-Score Statistical Strategy,2332875.62821129,234.14,High,0.01128540796749177,154.06,17.7290,16.2026,19.2554,20.2729,21.7993,8.61,14.35,22.96
2025-03-25 08:27:33,ARB/USDT,1d,Z-Score Statistical Strategy,441983270.168034,257.92,High,0.025670645616734433,148532.3339,0.3896,0.3588,0.4204,0.4410,0.4719,7.92,13.2,21.11
2025-03-25 08:27:35,NEO/USDT,1d,Z-Score Statistical Strategy,3976540.1002588095,173.24,High,0.046254914584666754,177.871177,7.9937,7.3594,8.6280,9.0510,9.6853,7.94,13.23,21.16
2025-03-25 08:27:37,CHZ/USDT,1d,Z-Score Statistical Strategy,544430908.3379543,196.73,High,0.02062493554706842,276868.3213,0.0484,0.0451,0.0518,0.0541,0.0574,6.96,11.61,18.57
2025-03-25 08:27:42,STRK/USDT,1d,Z-Score Statistical Strategy,236129122.75675544,397.45,High,0.016940060419550096,19561.54,0.1772,0.1593,0.1952,0.2072,0.2251,10.14,16.89,27.03
2025-03-25 08:27:45,APE/USDT,1d,Z-Score Statistical Strategy,54566884.9684436,293.02,High,0.035143208574958534,16942.5646,0.5680,0.5125,0.6235,0.6605,0.7160,9.77,16.29,26.06
2025-03-25 08:27:49,ADA/USDT,1d,Z-Score Statistical Strategy,1766214702.993761,136.42,High,0.013450803685533664,125502.73,0.7434,0.6858,0.8010,0.8394,0.8971,7.75,12.92,20.67
2025-03-25 08:28:10,BSV/USDT,1d,Z-Score Statistical Strategy,341935.94790597993,135.6,Unknown,N/A,N/A,35.3700,33.0771,37.6629,39.1914,41.4843,6.48,10.8,17.29
2025-03-25 08:28:14,INJ/USDT,1d,Z-Score Statistical Strategy,25771451.08818799,262.01,High,0.019073049780666297,1423.5624,10.4980,9.4137,11.5823,12.3051,13.3894,10.33,17.21,27.54
2025-03-25 08:28:16,MANA/USDT,1d,Z-Score Statistical Strategy,81551680.50981161,177.47,High,0.03574620196603717,18164.411,0.2797,0.2563,0.3032,0.3189,0.3424,8.4,14.0,22.4
2025-03-25 08:28:23,WIF/USDT,1d,Z-Score Statistical Strategy,727046307.3355873,640.11,High,0.036218761318358925,82506.9576,0.5525,0.4825,0.6225,0.6691,0.7391,12.67,21.11,33.78
2025-03-25 08:28:28,WAXP/USDT,1d,Z-Score Statistical Strategy,116032906.9814256,163.59,Unknown,N/A,N/A,0.0250,0.0231,0.0270,0.0282,0.0302,7.67,12.79,20.46
2025-03-25 08:28:32,AKT/USDT,1d,Z-Score Statistical Strategy,39874108.86130001,288.62,High,0.035510102624208444,968.1683,1.4084,1.2248,1.5920,1.7144,1.8980,13.04,21.73,34.76
2025-03-25 08:28:35,ADX/USDT,1d,Z-Score Statistical Strategy,1109174257.3012002,226.83,High,0.035871222311898814,18770.25,0.1115,0.1021,0.1209,0.1272,0.1366,8.44,14.07,22.5
2025-03-25 08:28:37,ONE/USDT,1d,Z-Score Statistical Strategy,2977265187.1601624,265.0,High,0.023606247786924228,144529.7982,0.0127,0.0116,0.0138,0.0145,0.0156,8.56,14.27,22.84
2025-03-25 08:28:43,STX/USDT,1d,Z-Score Statistical Strategy,97189460.91828838,396.56,High,0.02892681515764796,11814.0804,0.6913,0.6300,0.7526,0.7934,0.8546,8.86,14.77,23.63
2025-03-25 08:28:45,KAS/USDT,1d,Z-Score Statistical Strategy,4301147780.950506,185.33,High,0.012899064817795708,65013.8009,0.0776,0.0695,0.0856,0.0910,0.0991,10.42,17.37,27.79
2025-03-25 08:28:46,TRUMP/USDT,1d,Z-Score Statistical Strategy,94249371.21431156,869.7,High,0.01752541184718426,938.63,11.4120,9.9944,12.8296,13.7747,15.1923,12.42,20.7,33.13
2025-03-25 08:28:48,LUNA/USDT,1d,Z-Score Statistical Strategy,169097524.6206275,254.72,High,0.046805523051714946,83668.6771,0.2138,0.1871,0.2405,0.2583,0.2850,12.49,20.81,33.3
2025-03-25 08:28:55,AXS/USDT,1d,Z-Score Statistical Strategy,8245166.65612768,203.3,High,0.028534741047221854,6331.9082,3.5040,3.2425,3.7655,3.9399,4.2014,7.46,12.44,19.9
2025-03-25 08:28:58,SAFE/USDT,1d,Z-Score Statistical Strategy,101081876.44,272.24,High,0.02200462097040136,6569.99,0.4543,0.4082,0.5004,0.5311,0.5772,10.14,16.91,27.05
2025-03-25 08:29:02,U2U/USDT,1d,Z-Score Statistical Strategy,2903982350.0,191.32,High,0.04134794293984423,88169.0,0.0048,0.0045,0.0051,0.0053,0.0056,6.27,10.45,16.72
2025-03-25 08:29:03,SOL/USDT,1d,Z-Score Statistical Strategy,46104867.591965586,164.06,High,0.0007137020080040072,53.5734,140.1240,128.0114,152.2366,160.3117,172.4243,8.64,14.41,23.05
2025-03-25 08:29:05,FET/USDT,1d,Z-Score Statistical Strategy,959029357.8793428,333.77,High,0.018000180001798035,23914.076,0.5556,0.5045,0.6067,0.6408,0.6919,9.2,15.33,24.52
2025-03-25 08:29:15,REKT/USDT,1d,Z-Score Statistical Strategy,1252594619914203.0,576.33,High,0.04258037044922892,67737990195.0,0.0000000470,0.0000000421,0.0000000519,0.0000000551,0.0000000600,10.4,17.34,27.74
2025-03-25 08:29:17,MEW/USDT,1d,Z-Score Statistical Strategy,6795275601.397216,399.69,High,0.04523863379324583,10417543.0,0.0022,0.0020,0.0024,0.0025,0.0027,8.92,14.87,23.79
2025-03-25 08:29:25,BRETT/USDT,1d,Z-Score Statistical Strategy,2430999221.2168503,587.1,High,0.027628125431697917,484231.60000000003,0.0362,0.0319,0.0404,0.0433,0.0476,11.83,19.71,31.54
2025-03-25 08:29:29,VET/USDT,1d,Z-Score Statistical Strategy,7334945706.417914,187.33,High,0.038131553860818276,831300.4,0.0262,0.0241,0.0284,0.0298,0.0320,8.22,13.7,21.92
